"Subject" "Activity" "mean_grouped" "dimension" "type_computation" "typetime" "type_number" "body_vs_gravity" "mag" "jerk" "freq"
22 "STANDING" -0.123747121876179 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
23 "STANDING" -0.0251692798377688 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
24 "LAYING" -0.0501078590267979 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
25 "STANDING" -0.207601176327873 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
26 "STANDING" -0.0167778610493112 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
27 "LAYING" -0.102116029167047 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
27 "STANDING" -0.03968716295 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
28 "LAYING" -0.151644339683717 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
29 "LAYING" 0.00201044246625 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
30 "LAYING" -0.231709876750131 "X" "MEAN" "f" "Gyro" "B" "FALSE" "FALSE" "TRUE"
1 "WALKING" -0.0182981725176081 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
2 "WALKING" -0.0191323183174834 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
3 "WALKING" -0.017856067384956 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
4 "WALKING" -0.0133496817746907 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
4 "WALKING_UPSTAIRS" -0.0171085099442602 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
5 "WALKING" -0.0154833455336192 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
6 "WALKING" -0.0163911123936864 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
6 "WALKING_UPSTAIRS" -0.0206949591117978 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
7 "WALKING_UPSTAIRS" -0.0187904887668182 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
8 "WALKING_UPSTAIRS" -0.0181894974688612 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
9 "WALKING_UPSTAIRS" -0.0209466555412396 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
10 "WALKING_DOWNSTAIRS" -0.0188857189162821 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
10 "WALKING_UPSTAIRS" -0.0137410699333333 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
11 "WALKING_UPSTAIRS" -0.0191272531933228 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
12 "SITTING" -0.0184861388459702 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
12 "WALKING_DOWNSTAIRS" -0.0182299075608413 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
13 "SITTING" -0.0176504796070948 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
14 "WALKING_DOWNSTAIRS" -0.0166371300659426 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
14 "WALKING_UPSTAIRS" -0.0150740054405063 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
15 "WALKING_DOWNSTAIRS" -0.016464484771311 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
16 "WALKING_DOWNSTAIRS" -0.0158567888309016 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
17 "SITTING" -0.0180888559772812 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
17 "WALKING_DOWNSTAIRS" -0.0138932613754167 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
18 "SITTING" -0.01729741093 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
18 "STANDING" -0.0172818741561907 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
19 "SITTING" -0.0182031515710306 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
20 "LAYING" -0.0154394352991026 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
20 "STANDING" -0.0192867074389394 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
21 "SITTING" -0.0176664578561765 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
22 "SITTING" -0.0168623073762273 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
22 "STANDING" -0.016771104312122 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
23 "STANDING" -0.019589258786828 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
24 "LAYING" -0.0176822460103885 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
25 "STANDING" -0.0193221769314914 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
26 "STANDING" -0.0161687277463495 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
27 "LAYING" -0.0169386590334393 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
27 "STANDING" -0.0162554117217949 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
28 "LAYING" -0.0191721442063089 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
29 "LAYING" -0.018471953048314 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
30 "LAYING" -0.0175856077340209 "Y" "MEAN" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
1 "WALKING" -0.367716218227378 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
2 "WALKING" -0.428962986589404 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
3 "WALKING" -0.480015920697654 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
4 "WALKING" -0.589609330539691 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
4 "WALKING_UPSTAIRS" -0.384255322007236 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
5 "WALKING" -0.402724906078146 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
6 "WALKING" -0.553142396078856 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
6 "WALKING_UPSTAIRS" 0.121465311011236 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
7 "WALKING_UPSTAIRS" -0.546403365345779 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
8 "WALKING_UPSTAIRS" -0.349383732046263 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
9 "WALKING_UPSTAIRS" -0.5758878952125 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
10 "WALKING_DOWNSTAIRS" -0.386704550776068 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
10 "WALKING_UPSTAIRS" -0.929141091633333 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
11 "WALKING_UPSTAIRS" -0.490379346996835 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
12 "SITTING" -0.401357613464179 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
12 "WALKING_DOWNSTAIRS" -0.608983265026882 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
13 "SITTING" -0.448816097853364 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
14 "WALKING_DOWNSTAIRS" -0.190356784144426 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
14 "WALKING_UPSTAIRS" -0.944189643417721 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
15 "WALKING_DOWNSTAIRS" -0.481679537956006 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
16 "WALKING_DOWNSTAIRS" -0.649947067892896 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
17 "SITTING" -0.507275258134 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
17 "WALKING_DOWNSTAIRS" -0.965205728333333 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
18 "SITTING" -0.939095257 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
18 "STANDING" -0.599095553763473 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
19 "SITTING" -0.507035084992639 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
20 "LAYING" -0.259011300096154 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
20 "STANDING" -0.456259753985354 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
21 "SITTING" -0.565585190336299 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
22 "SITTING" -0.593370593093586 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
22 "STANDING" -0.326700060089431 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
23 "STANDING" -0.532078546615699 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
24 "LAYING" -0.582490655185302 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
25 "STANDING" -0.531421035602689 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
26 "STANDING" -0.585967142418112 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
27 "LAYING" -0.541012892132886 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
27 "STANDING" -0.972196177948718 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
28 "LAYING" -0.573651895933508 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
29 "LAYING" -0.598400275636657 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
30 "LAYING" -0.519047387875457 "Y" "STD" "t" "Acc" "B" "FALSE" "FALSE" "FALSE"
1 "WALKING" -0.0825562579855908 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
2 "WALKING" -0.147219886910411 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
3 "WALKING" -0.0260590480328739 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
4 "WALKING" 0.072347989306416 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
4 "WALKING_UPSTAIRS" 0.176064219895122 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
5 "WALKING" 0.112313109736755 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
6 "WALKING" 0.0612321366461864 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
6 "WALKING_UPSTAIRS" -0.103190808202247 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
7 "WALKING_UPSTAIRS" -0.0420221452496753 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
8 "WALKING_UPSTAIRS" 0.0303211113118861 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
9 "WALKING_UPSTAIRS" -0.0467446999509028 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
10 "WALKING_DOWNSTAIRS" -0.165177771367521 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
10 "WALKING_UPSTAIRS" 0.2814715215 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
11 "WALKING_UPSTAIRS" 0.0527387028613924 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
12 "SITTING" 0.112652596558955 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
12 "WALKING_DOWNSTAIRS" -0.0295853747510753 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
13 "SITTING" -0.0420858101162079 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
14 "WALKING_DOWNSTAIRS" -0.165548427598361 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
14 "WALKING_UPSTAIRS" 0.0546109842746835 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
15 "WALKING_DOWNSTAIRS" 0.102660491875 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
16 "WALKING_DOWNSTAIRS" -0.0605235993797814 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
17 "SITTING" 0.01046225616875 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
17 "WALKING_DOWNSTAIRS" -0.17504772675 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
18 "SITTING" -0.180018835666667 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
18 "STANDING" -0.0010301843263473 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
19 "SITTING" 0.0964052626666667 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
20 "LAYING" 0.00243648291666667 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
20 "STANDING" -0.0686181655555556 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
21 "SITTING" -0.0750963071446078 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
22 "SITTING" 0.0235808363131313 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
22 "STANDING" 0.0442736759186992 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
23 "STANDING" 0.0146209197354839 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
24 "LAYING" 0.0729509702152231 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
25 "STANDING" 0.0471601427530562 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
26 "STANDING" 0.10870478277551 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
27 "LAYING" 0.0234793061308725 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
27 "STANDING" 0.0657218505 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
28 "LAYING" -0.14757775521466 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
29 "LAYING" 0.115489757911628 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
30 "LAYING" 0.0512698188974987 "Y" "MEAN" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
1 "WALKING" -0.951150627458213 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
2 "WALKING" -0.960033560165563 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
3 "WALKING" -0.9445645371261 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
4 "WALKING" -0.94170652321134 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
4 "WALKING_UPSTAIRS" -0.940959838617886 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
5 "WALKING" -0.939973777950331 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
6 "WALKING" -0.952613166822034 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
6 "WALKING_UPSTAIRS" -0.946484614719101 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
7 "WALKING_UPSTAIRS" -0.955312554090909 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
8 "WALKING_UPSTAIRS" -0.94844645047331 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
9 "WALKING_UPSTAIRS" -0.949938115208333 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
10 "WALKING_DOWNSTAIRS" -0.95273087965812 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
10 "WALKING_UPSTAIRS" -0.961517524833333 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
11 "WALKING_UPSTAIRS" -0.957138770727848 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
12 "SITTING" -0.961684570149254 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
12 "WALKING_DOWNSTAIRS" -0.959772033870968 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
13 "SITTING" -0.953540716850153 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
14 "WALKING_DOWNSTAIRS" -0.934878446827869 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
14 "WALKING_UPSTAIRS" -0.965538336582279 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
15 "WALKING_DOWNSTAIRS" -0.956369493993902 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
16 "WALKING_DOWNSTAIRS" -0.964727519945355 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
17 "SITTING" -0.9570481696875 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
17 "WALKING_DOWNSTAIRS" -0.970555891666667 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
18 "SITTING" -0.97557713 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
18 "STANDING" -0.968999955598802 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
19 "SITTING" -0.95925383425 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
20 "LAYING" -0.951149621217949 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
20 "STANDING" -0.953576080606061 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
21 "SITTING" -0.969330818455882 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
22 "SITTING" -0.964866300237374 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
22 "STANDING" -0.945180370293496 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
23 "STANDING" -0.960318907096774 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
24 "LAYING" -0.96089816664042 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
25 "STANDING" -0.901088770963325 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
26 "STANDING" -0.959713562227041 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
27 "LAYING" -0.969891146979866 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
27 "STANDING" -0.982492101538462 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
28 "LAYING" -0.960365626256545 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
29 "LAYING" -0.964643161017442 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
30 "LAYING" -0.952288292767624 "Y" "STD" "t" "Acc" "G" "FALSE" "FALSE" "FALSE"
1 "WALKING" 0.0165908438802305 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
2 "WALKING" 0.00708771249764901 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
3 "WALKING" 0.0144664329060411 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
4 "WALKING" -0.0010311298138299 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
4 "WALKING_UPSTAIRS" 0.0106812194621382 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
5 "WALKING" 0.0017656830384106 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
6 "WALKING" 0.00183060788194915 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
6 "WALKING_UPSTAIRS" -0.00310401228089888 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
7 "WALKING_UPSTAIRS" 0.00760909767418831 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
8 "WALKING_UPSTAIRS" 0.000860301581786477 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
9 "WALKING_UPSTAIRS" 0.00678485848399306 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
10 "WALKING_DOWNSTAIRS" 0.0153774046898718 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
10 "WALKING_UPSTAIRS" 0.00330831786383333 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
11 "WALKING_UPSTAIRS" 0.0078044254343038 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
12 "SITTING" 0.010632586489403 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
12 "WALKING_DOWNSTAIRS" 0.00147809411698925 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
13 "SITTING" 0.00387961953328135 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
14 "WALKING_DOWNSTAIRS" 0.00468680247090164 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
14 "WALKING_UPSTAIRS" 0.0036647518358481 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
15 "WALKING_DOWNSTAIRS" 0.00489392052706402 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
16 "WALKING_DOWNSTAIRS" 0.00884018328270219 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
17 "SITTING" 0.00885228208375 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
17 "WALKING_DOWNSTAIRS" 0.00607092773104167 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
18 "SITTING" 0.01212352927 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
18 "STANDING" 0.0129534445262126 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
19 "SITTING" 0.0115812421960876 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
20 "LAYING" -0.00274400097455128 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
20 "STANDING" 0.00611187765247475 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
21 "SITTING" 0.00350107553584853 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
22 "SITTING" 0.0189573433473737 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
22 "STANDING" 0.00930099346105691 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
23 "STANDING" 0.0200470964972984 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
24 "LAYING" 0.00396900308574016 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
25 "STANDING" 0.00638633884442543 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
26 "STANDING" 0.00767709978181122 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
27 "LAYING" 0.0051839851588557 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
27 "STANDING" 0.00997154866282051 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
28 "LAYING" 0.0138224436546073 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
29 "LAYING" 0.00900161248883721 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
30 "LAYING" 0.00730438257971279 "Y" "MEAN" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
1 "WALKING" -0.470412403511239 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
2 "WALKING" -0.491875889831788 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
3 "WALKING" -0.55721186773783 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
4 "WALKING" -0.670976701376289 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
4 "WALKING_UPSTAIRS" -0.446980128646341 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
5 "WALKING" -0.506544358609603 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
6 "WALKING" -0.627357097410593 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
6 "WALKING_UPSTAIRS" 0.00409088203382023 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
7 "WALKING_UPSTAIRS" -0.622997416262013 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
8 "WALKING_UPSTAIRS" -0.458724925167972 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
9 "WALKING_UPSTAIRS" -0.678923872274306 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
10 "WALKING_DOWNSTAIRS" -0.431961308787137 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
10 "WALKING_UPSTAIRS" -0.962510329833333 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
11 "WALKING_UPSTAIRS" -0.608784226719937 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
12 "SITTING" -0.441798499370224 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
12 "WALKING_DOWNSTAIRS" -0.664699691132473 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
13 "SITTING" -0.569700547488012 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
14 "WALKING_DOWNSTAIRS" -0.459397679983197 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
14 "WALKING_UPSTAIRS" -0.978904104303797 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
15 "WALKING_DOWNSTAIRS" -0.594312678045091 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
16 "WALKING_DOWNSTAIRS" -0.735080198043716 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
17 "SITTING" -0.6209185283575 "Y" "STD" "t" "Acc" "B" "FALSE" "TRUE" "FALSE"
